title;author;format;categories;cover_url;description;slug
Die schöne unvergeßliche Zeit;Karla Höcker;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/51PAHGKY7ZL._SY342_.jpg;Von der Wiener Klassik zur Romantik - Leben und Werk Franz Schuberts (1797-1828). Mit zahlreichen Abbildungen.;dieschoeneunvergesslichezeit
Safari ins Reich der Sterne;Helmut Hornung;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://www.jugendliteratur.org/_cover_media/djlp_original/270b/3572.jpg;"Sonne, Mond und Sterne sind uns vertraute Begleiter vom Beginn unseres Lebens an. Was sich jedoch am Himmel, im Weltall unseren Augen, ja, unserer Vorstellung entzieht, was Menschen über diese fernen, fremden „Welten"" durch die Jahrhunderte bis heute erforschen konnten - das beschreibt Helmut Hornung. Er nimmt uns mit auf eine spannende, unterhaltsame und am Ende sehr informations- und lehrreiche Entdeckungsreise, durch Milchstraßensysteme, zu anderen Planeten, zu Sonnen, die nichts anderes sind als riesige Gasbälle. Kein unverbundenes, atomisiertes Häppchen-Wissen breitet der Autor aus, sondern er macht vertraut mit Ursachen und Wirkungen, naturwissenschaftlichen Fragestellungen, ihren Ergebnissen, Irrwegen und offenen Fragen. Auf eindrucksvolle Weise erfahren wir, wie Erkenntnis entsteht, wie Theorien aufgestellt, verworfen, unterdrückt oder umgesetzt wurden, ein Stück Wissenschaftsgeschichte also, zugleich auf aktuellem Forschungsstand. Wir lernen begreifen, wie die Dinge im Weltall zueinander in Beziehung stehen, wie sie zusammenhängen und wie Wissenschaftler und Astronauten mit großem Einsatz und Aufwand versuchen, sich auch diese Welt-Räume Stück für Stück anzueignen. Begriffe und Dimensionen wie Raum, Zeit, Entfernung, Lichtgeschwindigkeit werden sinnlich erfahrbar. Dieses Buch „löscht nicht nur theoretischen Wissensdurst"" (FAZ), sondern bietet mit den verschiedenen „Astro-Tips"" praktische Anleitungen zu eigenen Beobachtungen, die auch ohne komplizierte Apparaturen zu interessanten Ergebnissen führen und im Deutschen Museum in München nachzuvollziehen sind. Auch in anderen Museen können astronomische Versuche gewagt werden. Das zumeist schwarz-weiße Bildmaterial ist auf faszinierende Weise aussagekräftig und eng auf den Text bezogen.";safariinsreichdersterne
Warum Händel mit Hofklatsch hausierte und viele andere Geschichten über das Leben berühmter Komponisten;Steven Isserlis;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/71V27c87MRL._AC_UY218_.jpg;In seinem literarischen Erstling 'Warum Beethoven mit Gulasch um sich warf' lüftete der berühmte Cellist Steven Isserlis auf erfrischende Weise gutgehütete Geheimnisse aus den Biographien seiner Lieblingskomponisten. Nun ist die Reihe an sechs weiteren musikalischen Genies, deren Kompositionen die Welt bereichern. Mit der ihm eigenen Leichtigkeit verschafft Steven Isserlis dem Leser spannende Einblicke in das Schaffen und den Alltag Händels, Haydns, Schuberts, Tschaikowskis, Dvoráks und Faurés’. Neben sorgfältig recherchierten Fakten und einer anschaulichen Beschreibung der Atmosphäre der entsprechenden Zeitalter kommen auch die menschlichen Seiten dieser großartigen Komponisten nicht zu kurz. So ermöglicht es Steven Isserlis dem Leser, sich diese zu Freunden zu machen – ein wunderbares Geschenk, das er selbst einst von seiner eigenen Cellolehrerin erhielt. 'Warum Händel mit seiner Perücke wackelte' ist eine unterhaltsame und informative Lektüre sowohl für jugendliche als auch für erwachsene Musikfreunde.;warumhaendelmithofklatschhausierteundvieleanderegeschichtenueberdaslebenberuehmterkomponisten
Mohammed;Lorenz Just;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/41m64AF995L._SY445_SX342_ControlCacheEqualizer_.jpg;Mohammed – für Muslime eine faszinierende und inspirierende Person, aber für viele andere ein Buch mit sieben Siegeln oder sogar ein Auslöser für Angst und Verunsicherung. Woher kam er? Was war er für ein Mensch? Wodurch wurde er zum Vorbild für Millionen von Menschen? Der Islamwissenschaftler Lorenz Just nimmt den Leser mit auf die arabische Halbinsel in das Gebiet des heutigen Saudi-Arabien. Er schildert Mohammed in dem kulturellen und geschichtlichen Umfeld, in dem er aufwuchs und sich bewegte. Dadurch gelingt es ihm, die Faszination der Person für jeden Leser – religionsübergreifend – spürbar und erlebbar zu machen.;mohammed
Lise, Atomphysikerin;Charlotte Kerner;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/61thmLEu4JL._AC_UY218_.jpg;"Lise Meitner (1878-1968) ging einen Weg, der für eine Frau auch heute noch ungewöhnlich ist. Die ""höhere Tochter"" wurde eine leidenschaftliche Physikerin und eine Frau, die Gleichberechtigung lebte. Die Nationalsozialisten vertrieben die Jüdin Lise Meitner 1938 aus Berlin, kurz bevor Otto Hahn die Kernspaltung entdeckte. Viele kennen Lise Meitner nur als ""Mitarbeiterin"" von Otto Hahn. Dabei gehört sie zu den bedeutendsten Naturwissenschaftlerinnen dieses Jahrhunderts. Während des Zweiten Weltkrieges lehnte die Physikerin alle Angebote ab, in den Vereinigten Staaten an der Entwicklung der Atombombe mitzuarbeiten. Bis ins hohe Alter trat Lise Meitner für die friedliche Nutzung der Atomenergie ein.";liseatomphysikerin
Das Auto, seine Technik und Geschichte;Hans Kleffe;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/51auVmFQn4L._AC_UY218_.jpg;Schon auf dem großen Bild gestatten Ausschnitte den Blick in das Innenleben der Autos: in Motor und Getriebe, Fahrwerk und Innenraum. ;dasautoseinetechnikundgeschichte
Powerbook - Erste Hilfe für die Seele;Andreas Krüger;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://elbekruegerverlag.de/wp-content/uploads/2019/04/Buchtitel_PB_1-300x414.jpg;"Dieses Buch hilft jungen Menschen nach leidvollen Lebenserfahrungen, es ermutigt zur Versorgung seelischer Verletzungen. Die Erfahrung von Angst und Schrecken hat ein junger Mensch  – äußerlich – oft schon überstanden, doch im Inneren wirkt das erfahrene Leid noch immer nach und sorgt für schwere Verstörungen. Mit dem Powerbook können betroffene junge Menschen – anhand zahlreicher Fallbeispiele – ihre traumatischen Erfahrungen besser verstehen; sie  gewinnen Selbstsicherheit und erkennen schließlich: Ich bin völlig normal – doch das, was ich erleben musste, ist das Verrückte! In einfacher Sprache und anhand anschaulicher Bilder vermittelt der Autor Möglichkeiten zur Selbstheilung, die zu schneller, spürbarer Entlastung führen. Und er zeigt Wege auf, wie sich ein seelisch verletzter Mensch selbst Halt geben kann. Zahlreiche praktische Tipps und Übungen eignen sich im Powerbook auch als Vorlese- und Arbeitsbuch für Kinder. Themen, die ein Kind nicht gleich versteht, kann der Erwachsene dem jüngeren Menschen auf verständliche Art erklären. Powerbook dient allen Eltern, Lehrern und Mitarbeitern sozialer und anderer Berufe als wertvolle Ergänzung für ihre praktisch-soziale Tätigkeit. Für Therapeuten und Pädagogen ist es ein unverzichtbares Arbeitswerkzeug.";powerbookerstehilfefuerdieseele
Das erstaunliche Lebewesen;Manfred Kurze;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/21Tc2fa5s1L.jpg;Bau und Lebensfunktionen des menschlichen Körpers;daserstaunlichelebewesen
Philosophie - Abenteuer Denken;Stephen Law;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/515Q8M2ot9L._SY445_SX342_ControlCacheEqualizer_.jpg;"ARENA BIBLIOTHEK DES WISSENS Die ARENA BIBLIOTHEK DES WISSENS: informativ, kompetent, spannend. Das innovative Konzept der Reihe verbindet erzählende Texte mit verlässlichen Sachinformationen; wichtige Persönlichkeiten aus Politik, Geschichte und Kultur, große Ereignisse, Ideen und Entdeckungen werden lebendig, die unkonventionelle Herangehensweise in Text und Bild bietet neue Denkanstöße. Geschichte, Wissenschaft, Kunst, Literatur, Aktuelles wie lang Vergangenes - unterhaltsam und fesselnd bietet diese Reihe Zugang zu den großen Themen und Fragen, die die Menschen in Vergangenheit und Gegenwart beschäftigen. Ideal auch als Klassenlektüre oder Ergänzung des Schulunterrichts. Reihen in der ARENA BIBLIOTHEK DES WISSENS: LEBENDIGE BIOGRAPHIEN LEBENDIGE GESCHICHTE LEBENDIGE WISSENSCHAFT";philosophieabenteuerdenken
1000 Geheimnisse der Erde;Nikolaus Lenz;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/713D0B3PTVL._SY445_SX342_ControlCacheEqualizer_.gif;Geheimnisse und Wunder - Unsere Erde ist voll davon. Warum können Raubtiere keine Farben sehen? Weshalb sind Pinguineier innen rot? Wieso leuchten Sternschnuppen? Nikolaus Lenz gibt Antwort auf diese und viele andere Fragen rund um unseren faszinierenden Planeten und die Himmelskörper. Antworten, die überraschen und erstaunen. Ob Tiefsee, Regenwälder, Wüsten oder unsere ganz alltägliche Umwelt - Hier wird spannendes Wissen vermittelt, durch das man die Welt mit anderen Augen sieht.;1000geheimnissedererde
Das entschwundene Land;Astrid Lindgren;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/71pyTIUDYyL._AC_UY218_.jpg;"In ""Das entschwundene Land"" teilt Astrid Lindgren persönliche Erinnerungen an ihre unbeschwerte Kindheit in Småland, Schweden. Sie beschreibt liebevoll, wie sie mit ihrer Familie auf einem Bauernhof lebte, umgeben von der Natur, den Jahreszeiten und den Menschen ihres Dorfes. Lindgren erzählt von den Spielen ihrer Kindheit, den Geschichten der Dorfbewohner, und sie gibt Einblicke in das einfache, aber erfüllte Leben auf dem Land im frühen 20. Jahrhundert. Besonders berührend ist die Schilderung der tiefen Liebe zwischen ihren Eltern, die ein Leben lang hielt. Dieses Werk ist nicht nur eine Hommage an die eigene Familie und das damalige Landleben, sondern auch eine Quelle der Inspiration für viele ihrer späteren Geschichten. Mit einer Mischung aus Nostalgie und Wärme ermöglicht Lindgren den Lesenden, einen Blick auf die Wurzeln ihrer Kreativität und die Landschaften ihrer weltbekannten Kinderbücher zu werfen.";dasentschwundeneland
Peter Lustigs Löwenzahn Band 1.;Peter Lustig;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/61Rj2Xmzs-L._AC_UY218_.jpg;Peter Lustig auf seinen Entdeckungstouren;peterlustigsloewenzahnband1
Deutsche Geschichte;Manfred Mai;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/813AiePHPtL._AC_UY218_.jpg;Das Standardwerk zur deutschen Geschichte für junge Leser ab 12 Jahren: Von den Germanen bis zur Wiedervereinigung, von Karl dem Großen bis heute gibt Manfred Mai einen Überblick über 2000 Jahre deutsche Geschichte und lässt sie lebendig werden. Der Klassiker erscheint aktualisiert um die letzten ereignisreichen Jahre: Fridays for Future-Bewegung, COVID-19-Pandemie, Ampelkoalition um Olaf Scholz, der russische Angriffskrieg in der Ukraine und seine wirtschaftlichen Folgen. Unterhaltsam und verständlich geschrieben mit ausdrucksstarken Bildern, die zentrale Momente in der Geschichte einprägsam illustrieren. Als Begleitung zum Geschichtsunterricht und Prüfungsvorbereitung oder zum Auffrischen des Allgemeinwissens.;deutschegeschichte
Weltgeschichte;Manfred Mai;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/91C7YqNUp0L._SL1500_.jpg;Von den ersten Menschen bis zur Euro-Krise und dem Klimawandel – Manfred Mai erzählt die Weltgeschichte ebenso lebendig und spannend wie fachkundig. Mit zahlreichen Bildern werden die Schlaglichter und Schreckensereignisse der Geschichte beleuchtet. Als Historiker und ehemaliger Lehrer weiß Mai nicht nur die junge Leserschaft für die ganz großen Themen der Menschheit zu begeistern. 'Wer die Welt verstehen will, muss ihre Geschichte kennen', schreibt er im Vorwort zur erweiterten Neuausgabe.;weltgeschichte
Vom Dachs zum Schwein;Daniele Muscionico;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/51+wdBtO8vL._SY385_.jpg;Wieso trägt der Steinbock so imposante Hörner? Warum geht der Dachs kilometerweit für süsse Kirschen? Wie flirtet das Glühwürmchen? Und warum bezeichnet man das Schwein als Intelligenzborste? Tiere haben ihre ganz eigenen Wesensmerkmale. Wer unsere heimischen Tiere genau beobachtet und sie verstehen will, wird Erstaunliches erfahren.;vomdachszumschwein
Die meistgestellten Fragen an die Maus;Daniela Nase;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/71W9QX2NXWL._AC_UY218_.jpg;Kinder wollen es ganz genau wissen – und stellen ihre Fragen am liebsten der Maus. Dieses Sachbuch bietet Antworten auf die meistgestellten Kinderfragen aus Alltag, Natur und Technik. Mit witzigen Illustrationen und erklärenden Fotos werden komplexe Zusammenhänge einfach, aber sachlich fundiert vermittelt.;diemeistgestelltenfragenandiemaus
Einstein und die Zeitmaschinen;Luca Novelli;Buch, Hörbuch, Braille;Freundschaft & Familie, Gemeinschaft;https://images.thalia.media/00/-/ce917a6e3b674415bc0901b59393c3bb/einstein-und-die-zeitmaschinen-taschenbuch-luca-novelli.jpeg;"Seine Gedanken revolutionierten die moderne Physik: Albert Einstein, der Erfinder der Relativitätstheorie. Er stellte sämtliche Vorstellungen von Raum und Zeit infrage, er ermöglichte der Welt die Atombombe und träumte vom Frieden. All dies erzählt er persönlich in dieser kurzweiligen und packenden Biografie; er berichtet ebenso von seinen wenig ruhmreichen Schultagen wie über seine Tätigkeit im Patentamt, seine großartigen Relativitätstheorie, die ihn berühmt machte, und seine Flucht vor den Nationalsozialisten nach Amerika. Eine spannende und informative Lektüre über einen der bedeutendsten Wissenschaftler der Neuzeit!";einsteinunddiezeitmaschinen
Der rebellische Mönch, die entlaufene Nonne und der größte Bestseller aller Zeiten;Christian Nürnberger;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/413OO+w-hjL._SY445_SX342_ControlCacheEqualizer_.jpg;Ein unbedeutender Mönch aus der deutschen Provinz fordert den Papst und Kaiser heraus, setzt sein Leben aufs Spiel und gewinnt – was für ein Kerl, dieser Martin Luther! Dass er sich dann als Geächteter auf der Wartburg versteckt halten muss, macht ihn keineswegs mundtot. In nur elf Wochen übersetzt er das Neue Testament und wagt es, die Bibel für jedermann zugänglich zu machen. Als er dann auch noch die entlaufene Nonne Katharina von Bora heiratet und mit ihr eine Familie gründet, ist der Skandal perfekt.;derrebellischemoenchdieentlaufenenonneunddergroesstebestsellerallerzeiten
Mutige Menschen - für Frieden, Freiheit und Menschenrechte;Christian Nürnberger;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/613fFSydM9L._AC_UY218_.jpg;"Spannende und unterhaltsame Kurz-Biografien von mutigen und inspirienden Persönlichkeiten - vom Spiegel-Bestseller-Autor erzählt. Christian Nürnberger erzählt von Frauen und Männern, die Mut bewiesen haben oder immer noch beweisen: Mut, die Dinge anders zu sehen, mit der bisherigen Tradition zu brechen oder einer Übermacht die Stirn zu bieten. Sie kämpfen für Gerechtigkeit, für die Demokratie, für Feminismus, für mehr Klimaschutz, gegen Unterdrückung, Überwachung, Rassismus oder Korruption. Dabei riskieren sie viel und ob sich ihr Einsatz lohnen wird, wissen sie nicht.";mutigemenschenfuerfriedenfreiheitundmenschenrechte
Geschichte der Wirtschaft;Nikolaus Piper;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/61wAcFwcflL._SL1000_.jpg;Nikolaus Piper, Jahrgang 1952, ist Leitender Redakteur der Süddeutschen Zeitung. Acht Jahre lang arbeitete er Korrespondent in New York. Von 1987 bis 1997 war er Wirtschaftsredakteur der „Zeit“ in Hamburg. Dort erschienen die „Großen Ökonomen“ als Serie.;geschichtederwirtschaft
Die Kinder Sumuts;Gerda Rottschalk;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/A1UPdUiAtFL._SY342_.jpg;"Vor ungefähr 8000 Jahren lebten im Irak am Rande der Berge viele sesshafte Sippen. Sie bauten Wildgetreide an: Weizen und Gerste. Oder sie hatten Ziegen- und Schafherden";diekindersumuts
Die Suche nach dem Stein der Weisen;Candace Sherk Savage;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/51iNcd3koCL._SX342_SY445_ControlCacheEqualizer_.jpg;Noch im 17. Jahrhundert war die Magie etwas ganz Alltägliches. Niemand hätte sich damals gewundert, wenn ein junger Mensch, nach seinem Berufswunsch gefragt, »Zauberer« geantwortet hätte. Zauberer, Menschen denen man magische Kräfte zusprach, waren so normal wie Ärzte und Wissenschaftler: Sie mixten heilende Tinkturen, blickten in die Zukunft, deuteten das Schicksal ihrer Mitmenschen aus den Sternen oder aus dem Kaffeesatz und bannten Geister und Dämonen. Ihr höchstes Ziel aber war es, den Stein der Weisen zu finden, den geheimnisvollen Stoff, der seinem Besitzer Unsterblichkeit verleihen sollte und dazu die Kraft, Gold zu machen.;diesuchenachdemsteinderweisen
Tu was du willst;Fernando Savater;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/71HjQmfco2L._SL1500_.jpg;Was kann ich aus meinem Leben machen? Diese Frage treibt nicht nur junge Menschen um. Für Fernando Savater ist sie die alles entscheidende Frage. Hier vermittelt er den Lesern die Kunst, das Leben zu meistern.;tuwasduwillst
Wo geht der Astronaut aufs Klo?;Petra Maria Schmitt;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/81gMxl2YvlL._AC_UY218_.jpg;Hat ein Tausendfüßler wirklich 1000 Füße? Warum tut Haareschneiden eigentlich nicht weh? Und wie kommt der Regen in die Wolken? Was tun, wenn Kinder einem mal wieder Löcher in den Bauch fragen? Dieses Buch liefert einfache und überraschende Antworten auf häufig gestellte Kinderfragen, unterhaltsam und kindgerecht – verpackt in liebevoll illustrierte Vorlesegeschichten, bei denen die meisten Erwachsenen auch noch etwas lernen können. Selten hat Homeschooling so viel Spaß gemacht wie mit der beliebten Wissensreihe für Neugierige ab 5 Jahren.;wogehtderastronautaufsklo
Wie verhüte ich richtig?;Sylvia Schneider;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/51WRVCVpuLL._AC_UY218_.jpg;Hier werden neue Verhütungsmethoden beschrieben, Vor- und Nachteile sämtlicher Methoden durchleuchtet und Tips für die verschiedenen Lebensphasen und -Situtationen gegeben.;wieverhueteichrichtig
Nachgefragt: Politik;Christine Schulz-Reiss;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/71zlPrh9mxL._SY342_.jpg;Du meinst, Politik sei nur etwas für Erwachsene? Weit gefehlt! Ob du Pfand auf Coladosen bezahlen musst, in deiner Stadt ein Jugendtreff eröffnet wird oder sich der Eintrittspreis für das Freibad erhöht – alle diese Dinge werden von Politikern entschieden und beeinflussen auf irgendeine Weise dich und dein Leben. Deshalb ist es wichtig, Bescheid zu wissen und sich einzumischen. Damit du die Politik nicht nur verstehst, sondern auch selbst mitreden kannst.;nachgefragtpolitik
Wer war das?;Christine Schulz-Reiss;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/91rk-A86uVL._AC_UY218_.jpg;Viele Persönlichkeiten des politischen Lebens, die das Gesicht der Welt maßgeblich veränderten, haben ungewöhnliche und bewegende Leben geführt. Wer war das? - Menschen der Geschichte stellt einige der spannendsten Lebensläufe vor und klärt u.a. folgende Fragen: Wer ließ sich in einen Teppich einrollen, um einem der wichtigsten Männer der Welt gegenübertreten zu können? Wer wurde Premierminister, obwohl seine Noten in der Schule zu den schlechtesten gehörten? Und welcher amerikanische Präsident erhielt für sein Buch den angesehenen Pulitzerpreis?;werwardas
1000 Meter Klopapier und 4 Gläser voller Ohrenschmalz;Andrea Schwendemann;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/81AD9lED96L._AC_UY218_.jpg;"Kannst du dir vorstellen, wie viele Fürze du in deinem Leben fahren lässt? Hast du eine Idee, wie viele Jahre du schlafend verbringst? Und wie lange, denkst du, ist die Linie, die du mit einem einzelnen Bleistift zeichnen könntest? Auf alle Fragen, die du dich nie getraut hast zu stellen, findest du hier die Antwort. Zu allen, wirklich allen Themen aus deinem Alltag. In anschaulichen, lustigen und teilweise skurrilen Vergleichen zu den Themen Körper, Schule, Essen & Trinken, Freizeit und Sport werden hier die amüsantesten Alltagszahlen mit frechen Illustrationen sicht- und greifbar.";1000meterklopapierund4glaeservollerohrenschmalz
Wer war Sophie Scholl?;Barbara Sichtermann;Buch, Hörbuch, Braille;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/41JpuCPnqpL._AC_UY218_.jpg;Was für ein Mut gehört dazu, für die Wahrheit, für die eigenen Überzegungen das Leben aufs Spiel zu setzen! Barbara Sichtermann geht einfühlsam der Frage nach, wie ein kluges, aber ansonsten ganz gewöhnliches Mädchen dazu kam, furchtlos Widerstand gegen die Unrechtsherrschaft der Nazis zu leisten. Kinder werden sich in dem Mädchen Sophie wiederfinden. Sie war ein ungewöhnlich aufgewecktes Mädchen, das sich vor allem für die Natur interessierte. Sie wuchs im Deutschland der Nazi-Zeit auf, als Kinder und Jugendliche in die offiziellen Organisationen der Hitlerpartei eintreten mussten, in die Hitlerjugend oder den Bund deutscher Mädchen. Sophie Scholl hatte gern Freundinnen und Freunde um sich herum und liebte fröhliches Gemeinschaftsleben. Aber als sie älter wurde und erfuhr, dass Menschen allein wegen ihrer Herkunft oder ihrer Ansichten verfolgt und ermordet wurden und als sie merkte, dass Deutschland einen Eroberungskrieg führte, entschied sie sich, Widerstand gegen das scheinbar allmächtige Regime zu leisten. Das war keine leichte Entscheidung, denn jetzt war es für sie zu gefährlich, ihre Meinung frei zu sagen, und sie verlor manche Freunde, denn Freundschaft verlangt Offenheit. Umso enger schloss sie sich zu Beginn ihres Studiums mit ihrem älteren Bruder Hans und den wenigen Freunden zusammen, die dasselbe Ziel verfolgten wie sie. 'Weiße Rose' nannte sich diese Freundesgruppe. Mit tollkühnen Aktionen verbreitete Sophie Informationen und rief zum Widerstand auf. Doch sie wurde angezeigt und verhaftet. Doch auch im Verhör blieb sie ihren Überzeugungen treu. Am 22. Februar 1943 wurde sie, einundzwanzigjährig, hingerichtet.;werwarsophiescholl
Tina und das Orchester;Marko Simsa;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/71w+v+3DcxL._AC_UY218_.jpg;Tinas Onkel ist Dirigent. Er hat sich für Tina ein besonderes Geburtstagsgeschenk ausgedacht: Sie darf zur Orchesterprobe mitkommen und am Abend das festliche Konzert besuchen! Die Musikerinnen und Musiker zeigen Tina ihre Instrumente, erklären deren Besonderheiten und wie man ihnen Töne entlockt und spielen kurze Stücke vor. Dass die Geige sogar miauen kann, die Querflöte wie ein Vogel trillert und die Bassgeige wie ein Bär brummt das beeindruckt nicht nur Tina, sondern auch ihren Kater Silvester: Tina hat ihn ausnahmsweise zur Probe mitnehmen dürfen! Mit Tina, Onkel Theo und dem Kater Silvester lernen Kinder auf lustige, spielerische Weise die Instrumente des Orchesters kennen. Auf der dem Buch beigepackten CD wird jedes Instrument in Tonbeispielen und Begleittexten vorgestellt. Den Abschluss bildet ein Orchesterstück, aus dem man das Zusammenspiel der einzelnen Instrumente besonders gut erkennen kann. Die Instrumente des Orchesters: witzig, kompetent und kindgerecht erklärt! Auf der Begleit-CD: zahlreiche Tonbeispiele und erklärende Texte zu jedem Instrument.;tinaunddasorchester
Die Tagesschau erklärt die Welt;Sylke Tempel;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/51PHGtJd1ML._AC_UY218_.jpg;Der 11. September, die Intifada, der Irakkrieg, Hungersnöte, ein Hurrikan, Bundestagswahlen oder Demonstrationen gegen Hartz IV sind Ereignisse, deren Bilder sich Jugendlichen ebenso einprägen wie Erwachsenen. Doch oft ist es nicht leicht, die größeren Zusammenhänge zu begreifen: Warum zieht sich der Nahostkonflikt bereits über Jahrzehnte hin? Welche Auswirkungen hat der Klimawandel? Wieso besteht Deutschland aus Bundesländern? Warum lässt sich die Arbeitslosigkeit so schwer bekämpfen? Und was sind die Chancen und Gefahren der Gentechnik? «Die Tagesschau erklärt die Welt» gibt Antworten auf solche Fragen und hilft dabei, sich in unserer Gegenwart zurechtzufinden. Denn nie zuvor haben sich Politik und Wirtschaft, Kultur, Technik und Umwelt so rasant gewandelt wie zu Beginn des 21. Jahrhunderts.;dietagesschauerklaertdiewelt
Als der Mond vor die Sonne trat;Gerhard Trabert;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/41WEBbPoxGL._AC_UY218_.jpg;"Die beiden Kinder Marc (5) und Janina (8) merken, daß mit Mama und Papa etwas nicht stimmt -die sind so ernst und traurig seit ein paar Tagen- und forschen bei Opa Willi nach. Opa Willi, Papa und Mama erklären die ganze Situation: Bei Mama wurden ""böse Zellen"" in der Brust entdeckt, die entfernt werden müssen, per Operation, Medikamente, bestimmten Lichtstrahlen...";alsdermondvordiesonnetrat
Bringt alle Instrumente mit;Suse Vogel;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/51OEW5gC2BL._SY385_.jpg;Bringt alle Instrumente mit. mit 12 Tafeln und Federzeichnungen von Kurt Schuster. 1. Auflage. Suse. Vogel Leipzig, Jugendbuchverlag Ernst Wunderlich, 1953.;bringtalleinstrumentemit
Hilfe! - Es brennt!;Siegfried Volz;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/51PDrlEg5BL._SY445_SX342_ControlCacheEqualizer_.jpg;Jährlich gibt es in Deutschland 600 Tote und tausende Schwerverletzte durch Brände. Um diese Zahlen zu minimieren, ist auch die Schule mit einem praxisnahen und lehrreichen Programm gefordert, ihren Beitrag zur Brandschutzerziehung zu leisten. So bringt diese Lernwerkstatt Hilfen für eine interessante Brandschutzschulung. Wahre Geschichten, interessante Aufgaben und geschichtliches Wissen zum Thema Feuer und Feuerwehr machen den Unterricht spannend und eindrucksvoll. Zusätzlich zeigen Fotoaufnahmen Gefahren, wie sie an Brandstellen auftreten können. 60 Kopiervorlagen, mit Lösungen!;hilfeesbrennt
Der Islam;Willi Weitzel;Buch, Braille;Freundschaft & Familie, Gemeinschaft;https://m.media-amazon.com/images/I/41DeNlJvhDL._SY445_SX342_ControlCacheEqualizer_.jpg;Der Islam ist in Medien und gesellschaftlichen Debatten präsent wie kaum eine andere Religion und doch wissen viele Menschen wenig darüber. Was glauben Muslime? Warum tragen viele muslimische Frauen Schleier? Was passiert in einer Moschee? Darf ich als Nicht-Muslim dort hinein? Was hat der IS mit dem Islam zu tun? Wenn eine Klassenkameradin Muslima ist muss ich etwas beachten, wenn sie mich besuchen kommt? Der renommierte Kindermedien-Macher Willi Weitzel, bekannt durch die Sendung 'Willi will's wissen', geht mit dem bekannten Islamwissenschaftler Mouhanad Khorchide diesen Fragen auf den Grund. Eine leicht verständliche Einführung zum Islam für alle, die's wissen wollen nicht nur für Jugendliche.;derislam
